"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
433668,278112,"Scombrops gilberti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10369,"Acropomatiformes","Scombropidae","Scombrops","(Jordan & Snyder, 1901)",NA,"benthopelagic",NA,NA,NA,NA,NA,120,NA,NA,NA,NA
2807752,278113,"Scombrops oculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12412,"Acropomatiformes","Scombropidae","Scombrops","(Poey, 1860)","Atlantic scombrops","bathydemersal",NA,200,610,200,610,104,NA,9880,NA,NA
1515623,278114,"Yongeichthys criniger","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,49161,"Gobiiformes","Gobiidae","Yongeichthys","(Valenciennes, 1837)",NA,"demersal","Gobiinae",NA,NA,NA,NA,15,NA,NA,NA,NA
1982614,278118,"Nemipterus balinensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 10:48:02,5846,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1858)","Balinese threadfin bream","demersal",NA,50,150,NA,NA,18,12,NA,NA,NA
2650370,278119,"Nemipterus balinensoides","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,5847,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Popta, 1918)","Dwarf threadfin bream","demersal",NA,30,80,NA,NA,14,9,NA,NA,NA
450223,278120,"Nemipterus bathybius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4564,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","Snyder, 1911","Yellowbelly threadfin bream","demersal",NA,35,300,NA,NA,24,16,NA,NA,NA
443706,278122,"Nemipterus furcosus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2020-09-24 06:35:24,5843,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Valenciennes, 1830)","Fork-tailed threadfin bream","reef-associated",NA,8,110,NA,NA,24,18,NA,NA,NA
2578304,278123,"Nemipterus gracilis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5849,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1873)","Graceful threadfin bream","demersal",NA,30,90,NA,NA,18,15,NA,NA,NA
443707,278124,"Nemipterus hexodon","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4565,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Quoy & Gaimard, 1824)","Ornate threadfin bream","demersal",NA,10,80,NA,NA,23,15,NA,NA,NA
119725,278126,"Nemipterus marginatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4566,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Valenciennes, 1830)","Red filament threadfin bream","demersal",NA,12,70,NA,NA,15.6000003814697,13,NA,NA,NA
445359,278127,"Nemipterus mesoprion","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4567,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1853)","Mauvelip threadfin bream","demersal",NA,30,100,NA,NA,14,13,NA,NA,NA
1157335,278128,"Nemipterus nematophorus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 10:48:02,4558,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1854)","Doublewhip threadfin bream","demersal",NA,NA,75,NA,NA,20,15,NA,NA,NA
1982615,278129,"Nemipterus nematopus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5415,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1851)","Yellow-tipped threadfin bream","demersal",NA,30,102,NA,NA,17.5,15,NA,NA,NA
1982616,278130,"Nemipterus tambuloides","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5844,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Bleeker, 1853)","Fivelined threadfin bream","demersal",NA,50,70,NA,NA,23,18,NA,NA,NA
1484652,278132,"Nemipterus thosaporni","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5414,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","Russell, 1991","Palefin threadfin bream","demersal",NA,10,80,NA,NA,21.5,16,NA,NA,NA
450225,278133,"Nemipterus virgatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,396,"Eupercaria incertae sedis","Nemipteridae","Nemipterus","(Houttuyn, 1782)","Golden threadfin bream","demersal",NA,1,220,18,33,35,23,NA,NA,NA
1633476,278135,"Cirrhitops hubbardi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12693,"Centrarchiformes","Cirrhitidae","Cirrhitops","(Schultz, 1943)",NA,"reef-associated",NA,NA,NA,NA,NA,25,NA,NA,NA,NA
1609331,278137,"Psettina gigantea","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8282,"Pleuronectiformes","Bothidae","Psettina","Amaoka, 1963","Rough-scaled flounder","demersal",NA,79,100,NA,NA,13,NA,NA,NA,NA
1585510,278138,"Psettina hainanensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,56089,"Pleuronectiformes","Bothidae","Psettina","(Wu & Tang, 1935)",NA,"demersal",NA,NA,NA,NA,NA,13,NA,NA,NA,NA
366898,278139,"Psettina iijimae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12569,"Pleuronectiformes","Bothidae","Psettina","(Jordan & Starks, 1904)",NA,"demersal",NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
366903,278143,"Psettina tosana","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24224,"Pleuronectiformes","Bothidae","Psettina","Amaoka, 1963",NA,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106881,278146,"Latimeria menadoensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-09 07:13:02,53783,"Coelacanthiformes","Latimeriidae","Latimeria","Pouyaud, Wirjoatmodjo, Rachmatika, Tjakrawidjaja, Hadiaty & Hadie, 1999","Sulawesi coelacanth","demersal",NA,NA,NA,150,NA,140,NA,NA,17,20
1188020,278152,"Chascanopsetta prognatha","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24227,"Pleuronectiformes","Bothidae","Chascanopsetta","Norman, 1939",NA,"bathydemersal",NA,494,550,NA,NA,NA,NA,NA,NA,NA
398648,278153,"Chascanopsetta prorigera","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24561,"Pleuronectiformes","Bothidae","Chascanopsetta","Gilbert, 1905",NA,"bathydemersal",NA,267,400,NA,NA,3,NA,NA,NA,NA
86239,278158,"Hypseleotris cyprinoides","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,10016,"Gobiiformes","Eleotridae","Hypseleotris","(Valenciennes, 1837)","Tropical carp-gudgeon","demersal",NA,NA,NA,NA,NA,8,NA,NA,22,28
1821163,278159,"Hypseleotris guentheri","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,26664,"Gobiiformes","Eleotridae","Hypseleotris","(Bleeker, 1875)",NA,"demersal",NA,0,5,NA,NA,7.5,NA,NA,NA,NA
2578299,278161,"Macrorhamphosodes platycheilus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10572,"Tetraodontiformes","Triacanthodidae","Macrorhamphosodes","Fowler, 1934","Trumpetsnout spikefish","demersal","Triacanthodinae",NA,NA,NA,NA,13,NA,NA,NA,NA
1406302,278163,"Pseudochromis andamanensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46484,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Lubbock, 1980","Andaman dottyback","reef-associated","Pseudochrominae",1,35,NA,NA,7,NA,NA,NA,NA
490277,278166,"Pseudochromis bitaeniatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12654,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","(Fowler, 1931)","Double-striped dottyback","reef-associated","Pseudochrominae",2,38,NA,NA,12,NA,NA,NA,NA
1406303,278168,"Pseudochromis coccinicauda","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25685,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","(Tickell, 1888)","Yellow-breasted dottyback","demersal","Pseudochrominae",1,9,NA,NA,3.90000009536743,NA,NA,NA,NA
1311489,278171,"Pseudochromis cyanotaenia","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14279,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Bleeker, 1857","Surge dottyback","reef-associated","Pseudochrominae",0,30,0,20,6.19999980926514,NA,NA,NA,NA
1648435,278174,"Pseudochromis elongatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46486,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Lubbock, 1980","Elongate dottyback","reef-associated","Pseudochrominae",5,60,NA,NA,6.5,NA,NA,NA,NA
1647166,278176,"Pseudochromis flammicauda","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15001,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Lubbock & Goldman, 1976","Orangetail dottyback","reef-associated","Pseudochrominae",3,10,NA,NA,5.5,NA,NA,NA,NA
280673,278179,"Pseudochromis fuscus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6627,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Müller & Troschel, 1849","Brown dottyback","reef-associated","Pseudochrominae",2,30,3,25,10,NA,NA,NA,NA
1311490,278181,"Pseudochromis jamesi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-18 10:28:24,15003,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Schultz, 1943","Spot-tailed dottyback","reef-associated","Pseudochrominae",1,18,NA,NA,5.5,NA,NA,NA,NA
1406304,278184,"Pseudochromis litus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59007,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Gill & Randall, 1998","Plain dottyback","reef-associated","Pseudochrominae",15,50,NA,NA,6.30000019073486,NA,NA,NA,NA
280674,278188,"Pseudochromis marshallensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7323,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Schultz, 1953","Marshall Is. dottyback","reef-associated","Pseudochrominae",0,30,NA,NA,8,NA,NA,NA,NA
2710636,278194,"Pseudochromis persicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24446,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Murray, 1887","Bluespotted dottyback","reef-associated","Pseudochrominae",1,25,1,25,15.3999996185303,NA,NA,24,28
1648440,278195,"Pseudochromis perspicillatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24444,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Günther, 1862","Southeast Asian blackstripe dottyback","reef-associated","Pseudochrominae",3,27,NA,NA,12,NA,NA,NA,NA
1648441,278201,"Pseudochromis pylei","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24445,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Randall & McCosker, 1989","Pyle's dottyback","reef-associated","Pseudochrominae",40,87,NA,NA,8,NA,NA,NA,NA
2578335,278202,"Pseudochromis quinquedentatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10541,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","McCulloch, 1926","Spiny dottyback","reef-associated","Pseudochrominae",10,50,NA,NA,9.5,NA,NA,NA,NA
1406305,278203,"Pseudochromis ransonneti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,57899,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Steindachner, 1870","Karimunjawa dottyback","reef-associated","Pseudochrominae",NA,20,NA,NA,7,NA,NA,NA,NA
2057049,278208,"Pseudochromis tapeinosoma","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14274,"Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Bleeker, 1853","Blackmargin dottyback","reef-associated","Pseudochrominae",2,60,NA,NA,7.40000009536743,NA,NA,NA,NA
317484,278212,"Macropharyngodon choati","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,13138,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Randall, 1978","Choat's wrasse","reef-associated","Corinae",0,NA,0,30,7.59999990463257,NA,NA,23,26
347724,278213,"Macropharyngodon kuiteri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,13141,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Randall, 1978","Black leopard wrasse","reef-associated","Corinae",5,55,10,55,10,NA,NA,NA,NA
317483,278215,"Macropharyngodon negrosensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4985,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Herre, 1932","Yellowspotted wrasse","reef-associated","Corinae",8,32,8,32,12,NA,NA,24,28
347725,278216,"Macropharyngodon ornatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12724,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Randall, 1978","False leopard","reef-associated","Corinae",2,30,NA,NA,13,NA,NA,NA,NA
335006,278217,"Rhynchobatus australiae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15380,"Rhinopristiformes","Rhinobatidae","Rhynchobatus","Whitley, 1939","Bottlenose wedgefish","demersal",NA,0,60,NA,NA,124,NA,NA,NA,NA
1070983,278218,"Rhynchobatus laevis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,57375,"Rhinopristiformes","Rhinobatidae","Rhynchobatus","(Bloch & Schneider, 1801)","Smoothnose wedgefish","demersal",NA,0,60,NA,NA,270,NA,240000,NA,NA
348440,278223,"Gunnellichthys pleurotaenia","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7587,"Gobiiformes","Microdesmidae","Gunnellichthys","Bleeker, 1858","Onestripe wormfish","reef-associated","Microdesminae",3,15,3,NA,12,NA,NA,22,27
274740,278224,"Hoplichthys citrinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15156,"Perciformes","Hoplichthyidae","Hoplichthys","Gilbert, 1905","Lemon ghost flathead","demersal",NA,183,490,NA,NA,21.5,NA,NA,NA,NA
2597798,278225,"Hoplichthys fasciatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23902,"Perciformes","Hoplichthyidae","Hoplichthys","Matsubara, 1937",NA,"demersal",NA,NA,NA,NA,NA,6.69999980926514,NA,NA,NA,NA
2578291,278226,"Hoplichthys filamentosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15158,"Perciformes","Hoplichthyidae","Hoplichthys","Matsubara & Ochiai, 1950","Longray ghost flathead","demersal",NA,NA,NA,NA,NA,30,NA,NA,NA,NA
270558,278227,"Hoplichthys gilberti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8261,"Perciformes","Hoplichthyidae","Hoplichthys","Jordan & Richardson, 1908",NA,"demersal",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
2980651,278228,"Hoplichthys haswelli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14346,"Perciformes","Hoplichthyidae","Hoplichthys","McCulloch, 1907","Armoured flathead","bathydemersal",NA,140,700,NA,NA,43,NA,NA,NA,NA
1306615,278229,"Hoplichthys langsdorfii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23901,"Perciformes","Hoplichthyidae","Hoplichthys","Cuvier, 1829",NA,"demersal",NA,NA,NA,NA,NA,16,NA,NA,NA,NA
1306616,278233,"Hoplichthys regani","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10578,"Perciformes","Hoplichthyidae","Hoplichthys","Jordan, 1908","Ghost flathead","bathydemersal",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
879518,278234,"Plagiotremus azaleus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25513,"Blenniiformes","Blenniidae","Plagiotremus","(Jordan & Bollman, 1890)","Sabertooth blenny","reef-associated","Blenniinae",2,23,NA,NA,10,NA,NA,NA,NA
420948,278241,"Aetobatus flagellum","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,8973,"Myliobatiformes","Myliobatidae","Aetobatus","(Bloch & Schneider, 1801)","Longheaded eagle ray","benthopelagic",NA,NA,NA,NA,NA,72,NA,13930,NA,NA
1053712,278243,"Aetobatus ocellatus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2021-08-06 07:01:50,12600,"Myliobatiformes","Myliobatidae","Aetobatus","(Kuhl, 1823)","Ocellated eagle ray","benthopelagic",NA,1,100,20,25,300,180,2e+05,NA,NA
1169590,278246,"Kuhlia munda","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2020-11-18 09:51:31,14917,"Centrarchiformes","Kuhliidae","Kuhlia","(De Vis, 1884)","Silver flagtail","benthopelagic",NA,NA,2,NA,NA,13.3999996185303,NA,NA,NA,NA
1169592,278247,"Kuhlia nutabunda","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,55302,"Centrarchiformes","Kuhliidae","Kuhlia","Kendall & Radcliffe, 1912","Rapanui flagtail","benthopelagic",NA,NA,NA,NA,NA,24.2000007629395,NA,NA,NA,NA
1169593,278248,"Kuhlia petiti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,60750,"Centrarchiformes","Kuhliidae","Kuhlia","Schultz, 1943",NA,"benthopelagic",NA,0,6,NA,NA,20.1000003814697,NA,NA,NA,NA
242929,278250,"Kuhlia sandvicensis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2020-12-15 13:07:03,5157,"Centrarchiformes","Kuhliidae","Kuhlia","(Steindachner, 1876)","Hawaiian flagtail","benthopelagic",NA,0,20,NA,NA,25,NA,NA,NA,NA
242928,278251,"Kuhlia xenura","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,60748,"Centrarchiformes","Kuhliidae","Kuhlia","(Jordan & Gilbert, 1882)",NA,"benthopelagic",NA,1,22,1,5,22.2000007629395,NA,NA,NA,NA
443763,278252,"Pastinachus solocirostris","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,63343,"Myliobatiformes","Dasyatidae","Pastinachus","Last, Manjaji & Yearsley, 2005","Roughnose stingray","demersal","Hypolophinae",NA,NA,NA,NA,45,NA,NA,NA,NA
913736,278254,"Muraenichthys gymnopterus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,17345,"Anguilliformes","Ophichthidae","Muraenichthys","(Bleeker, 1853)",NA,"reef-associated","Myrophinae",NA,NA,NA,NA,30,NA,NA,NA,NA
2042710,278258,"Muraenichthys sibogae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,27350,"Anguilliformes","Ophichthidae","Muraenichthys","Weber & de Beaufort, 1916","Siboga worm eel","reef-associated","Myrophinae",NA,NA,NA,NA,13.5,NA,NA,NA,NA
3040423,278259,"Muraenichthys thompsoni","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,53836,"Anguilliformes","Ophichthidae","Muraenichthys","Jordan & Richardson, 1908","Thompson's snake eel","demersal","Myrophinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
1508179,278260,"Rhynchorhamphus malabaricus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25000,"Beloniformes","Hemiramphidae","Rhynchorhamphus","Collette, 1976","Malabar halfbeak","pelagic-neritic",NA,0,NA,NA,NA,35,20,NA,NA,NA
1329247,278263,"Torquigener altipinnis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,27516,"Tetraodontiformes","Tetraodontidae","Torquigener","(Ogilby, 1891)",NA,"demersal","Tetraodontinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
478964,278265,"Torquigener brevipinnis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10569,"Tetraodontiformes","Tetraodontidae","Torquigener","(Regan, 1903)",NA,"demersal","Tetraodontinae",20,100,NA,NA,13.5,NA,57.4099998474121,NA,NA
2578360,278267,"Torquigener gloerfelti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,55061,"Tetraodontiformes","Tetraodontidae","Torquigener","Hardy, 1984",NA,"demersal","Tetraodontinae",NA,NA,50,60,NA,NA,NA,NA,NA
2898566,278268,"Torquigener hicksi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10555,"Tetraodontiformes","Tetraodontidae","Torquigener","Hardy, 1983","Hick's toadfish","demersal","Tetraodontinae",NA,NA,NA,NA,13,NA,NA,NA,NA
2578361,278269,"Torquigener pallimaculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,11218,"Tetraodontiformes","Tetraodontidae","Torquigener","Hardy, 1983",NA,"demersal","Tetraodontinae",7,78,NA,NA,18,NA,NA,NA,NA
2898563,278270,"Torquigener parcuspinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10557,"Tetraodontiformes","Tetraodontidae","Torquigener","Hardy, 1983","Yellow-eyed toadfish","demersal","Tetraodontinae",NA,NA,NA,NA,10,NA,NA,NA,NA
303748,278273,"Torquigener pleurogramma","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,14571,"Tetraodontiformes","Tetraodontidae","Torquigener","(Regan, 1903)","Weeping toado","demersal","Tetraodontinae",1,30,NA,NA,21,NA,NA,NA,NA
1329249,278275,"Torquigener squamicauda","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,52448,"Tetraodontiformes","Tetraodontidae","Torquigener","(Ogilby, 1910)","Brush-tail toadfish","demersal","Tetraodontinae",NA,NA,NA,NA,15,NA,NA,NA,NA
